State Name,Year,Poverty Rate,All-Reported Spending per Child (2022 Dollars),State Spending per Child (2022 Dollars),Total All-Reported Spending (2022 Dollars),Total State Pre-K Spending (2022 Dollars),Number of 3-year-olds Enrolled in State Pre-K,Number of 4-year-olds Enrolled in State Pre-K,Percentage of 3-year-olds Enrolled in State Pre-K,Percentage of 4-year-olds Enrolled in State Pre-K,Total State Pre-K Enrollment,Assistant Teacher Degree Benchmark,Continuous Quality Improvement System Benchmark,Curriculum Supports Benchmark,Early Learning & Development Standards Benchmark,Maximum Class Size Benchmark,Meals Benchmark,Monitoring Benchmark,Screening & Referral Benchmark,Staff Professional Development Benchmark,Staff to Child Ratio Benchmark,Teacher Degree Benchmark,Teacher Specialized Training Benchmark,Quality Standards Met,3 Year Old Program,4 Year Old Program
Illinois,2019.0,9.3,6556.089920687975,5354.683461012954,532098814.0529567,434591464.37927234,33598.0,47360.0,0.21578399763651077,0.3093039355268486,81161.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Illinois,2020.0,8.0,5413.116564966339,5413.116564966339,461105508.35352767,461105508.35352767,34312.0,50680.0,0.22399644864571977,0.3278349181706449,85183.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Illinois,2021.0,10.7,9147.058828575253,6714.779224635552,609276441.5125691,447264729.3737495,24840.0,41621.0,0.1678593873537819,0.27293532860309255,66609.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Illinois,2022.0,9.5,8080.583843762706,5397.569849035322,616087954,411526918,30457.0,45613.0,0.2092171786558224,0.3066708799483649,76243.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Indiana,2002.0,9.1,,0,,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
Indiana,2003.0,9.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
Indiana,2004.0,11.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2005.0,12.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2006.0,10.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2007.0,11.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2008.0,14.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2009.0,16.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2010.0,16.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2011.0,15.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2012.0,15.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2013.0,16.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2014.0,14.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Indiana,2015.0,13.5,3495.7489431602185,3146.174048844197,1450735.8114114907,1305662.2302703417,0.0,415.0,0.0,0.004882180628918979,415.0,No,Yes,,Yes,No,No,,No,Yes,No,No,No,3,No,Yes
Indiana,2016.0,11.8,8050.7503341062375,7350.307544887186,12760439.279558387,11650237.45864619,0.0,1585.0,0.0,0.01879454068988415,1585.0,No,No,No,Yes,No,,,No,Yes,No,No,No,2,No,Yes
Indiana,2017.0,11.4,7566.556918029039,6809.901428913475,13559269.997108037,12203343.360612947,0.0,1792.0,0.0,0.021189797680000944,1792.0,No,Yes,No,Yes,No,,,No,Yes,No,No,No,3,No,Yes
Indiana,2018.0,11.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Indiana,2019.0,10.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Indiana,2020.0,12.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Indiana,2021.0,10.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Indiana,2022.0,10.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Iowa,2002.0,9.2,,6193.405012316178,,14374893.033585848,511.0,1556.0,0.013538934371936519,0.04075218689434812,2321.0,No,,,No,Yes,Yes,Yes,Yes,No,Yes,No,No,5,Yes,Yes
Iowa,2003.0,8.9,5338.925295144125,5338.925295144125,12573169.070064414,12573169.070064414,478.0,1645.0,0.01322195175923877,0.04531555604528801,2355.0,No,,,No,Yes,Yes,Yes,Yes,No,Yes,No,No,5,Yes,Yes
Iowa,2004.0,10.9,5089.598135383131,5089.598135383131,12240483.51559643,12240483.51559643,498.0,1636.0,0.01388695239954268,0.04540282518802209,2405.0,No,Yes,,No,Yes,Yes,,Yes,No,Yes,No,No,5,Yes,Yes
Iowa,2005.0,11.3,5306.435491125681,5306.435491125681,11499045.709269352,11499045.709269352,468.0,1564.0,0.013122844404564956,0.04418703206667608,2167.0,No,Yes,,No,Yes,Yes,,Yes,No,Yes,No,No,5,Yes,Yes
Iowa,2006.0,10.3,13083.697801856148,4633.809638157386,30380346.295909975,10759705.97980145,496.0,1575.0,0.01403111739745403,0.04474940334128878,2322.0,No,No,,No,Yes,Yes,,Yes,No,Yes,No,No,4,Yes,Yes
Iowa,2007.0,8.9,13593.317196983324,4495.844209118998,31169476.332682762,10308970.771509863,518.0,1515.0,0.013582966226138032,0.04039138317159006,2293.0,No,No,,Yes,Yes,Yes,,Yes,No,Yes,No,No,5,Yes,Yes
Iowa,2008.0,9.5,7078.107783439676,4361.79790372562,52144420.04060009,32133365.156746645,438.0,6787.0,0.01135921574729635,0.1737538721486905,7367.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2009.0,10.7,5639.959218075985,4263.254094598113,66726357.50905697,50438559.19319027,495.0,11099.0,0.012666001381745605,0.28714459421002253,11831.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2010.0,10.3,5206.592455076228,4294.460371092027,81894492.72589399,67547567.1769065,583.0,15032.0,0.014278017241379311,0.3737258216896226,15729.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2011.0,10.4,5315.970477789164,4422.859978299886,116164586.8806488,96648336.24580912,546.0,21263.0,0.013201479726298992,0.5207435344827587,21852.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2012.0,10.3,5153.801997721641,4493.765635432224,118192141.21375039,103055527.31736721,1062.0,21665.0,0.025970214951214144,0.5248940036341612,22933.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2013.0,13.2,4012.7959363162145,3406.3455283128014,106912922.1312729,90755263.91083796,1462.0,24710.0,0.036722596202150105,0.6021835551006482,26643.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2014.0,10.3,4006.0490618974354,3525.19561716762,103688567.86909132,91242638.15914951,1535.0,23864.0,0.038787113076437146,0.5972121424460072,25883.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2015.0,10.4,4554.426720679764,3783.450773087732,113441660.75869156,94238191.85606924,1331.0,24384.0,0.03447739930060873,0.6114343029087261,25952.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2016.0,9.8,4133.53764870053,3962.509703099856,103140031.41037561,98872542.11174761,1166.0,24750.0,0.02955190592051906,0.6372460670975051,26133.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2017.0,9.1,4330.328027564969,4037.580413659551,104568761.20963886,101448245.47360988,1196.0,24877.0,0.030028371287253008,0.6281753446795616,26310.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2018.0,8.9,4104.149269387635,3927.310001800156,106465736.19718464,101878348.75669785,1293.0,25902.0,0.0321290130205745,0.648068454763811,27451.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2019.0,9.5,3967.280723717821,3807.6098179680534,105513798.12799916,101267190.71867836,1244.0,26528.0,0.030733502976999283,0.6570565215237529,28009.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2020.0,9.2,4119.928142849503,3856.4547772899314,112033205.98850654,104868574.7588451,1439.0,26735.0,0.03588170756034311,0.6599605035793631,28453.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2021.0,9.7,4406.982786174209,4152.780439975274,104806864.62079504,99380188.70904829,1116.0,23697.0,0.028442541478706323,0.5894776119402985,25095.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Iowa,2022.0,9.4,3755.406908596934,3622.3370851930913,96758059,93329515,1442.0,25329.0,0.03711807253725965,0.6402517631000227,27078.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Kansas,2002.0,10.1,,3797.943350133359,,8469413.67079739,0.0,2230.0,0.0,0.05837237913252886,2230.0,Yes,,,No,No,No,Yes,No,No,No,Yes,No,3,No,Yes
Kansas,2003.0,10.8,3142.3964934329842,3142.3964934329842,17072640.148821402,17072640.148821402,0.0,5433.0,0.0,0.1470206202305569,5433.0,Yes,,,No,No,No,Yes,No,No,No,Yes,No,3,No,Yes
Kansas,2004.0,11.4,3087.08100270074,3087.08100270074,16978945.51485407,16978945.51485407,0.0,5500.0,0.0,0.1481641119581908,5500.0,Yes,No,,No,No,No,,No,No,No,Yes,No,2,No,Yes
Kansas,2005.0,12.5,3019.0480562830535,3019.0480562830535,16604764.309556793,16604764.309556793,0.0,5500.0,0.0,0.14938751120406335,5500.0,Yes,No,,No,No,No,,No,No,No,Yes,No,2,No,Yes
Kansas,2006.0,12.8,4041.535443177774,4041.535443177774,21723253.007080536,21723253.007080536,0.0,5375.0,0.0,0.14518786634612788,5375.0,Yes,No,,No,No,No,,No,No,No,Yes,No,2,No,Yes
Kansas,2007.0,11.7,3935.419403548595,3935.419403548595,23498389.25858866,23498389.25858866,0.0,5971.0,0.0,0.15625572449166514,5971.0,Yes,No,,No,No,No,,No,No,No,Yes,No,2,No,Yes
Kansas,2008.0,12.7,4080.0503533263413,4080.0503533263413,25626796.26924275,25626796.26924275,0.0,6281.0,0.0,0.16061473942617502,6281.0,Yes,No,,Yes,Yes,No,,No,Yes,Yes,Yes,No,6,No,Yes
Kansas,2009.0,13.7,4209.019563452851,4209.019563452851,34711784.339795664,34711784.339795664,0.0,8247.0,0.0,0.21165691407453033,8247.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2010.0,14.5,3458.6234657551713,3458.6234657551713,32728953.856441185,32728953.856441185,0.0,9463.0,0.0,0.2325861475691884,9463.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2011.0,14.3,3557.379208084393,3557.379208084393,30725084.220224906,30725084.220224906,0.0,8637.0,0.0,0.21058149457515543,8637.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2012.0,14.0,2787.499587875997,2787.499587875997,23952983.95861844,23952983.95861844,0.0,8593.0,0.0,0.20899406557058078,8593.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2013.0,11.4,2755.92885190237,2755.92885190237,23463978.245096777,23463978.245096777,0.0,8514.0,0.0,0.20551317949213094,8514.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2014.0,12.1,2607.602810326024,2607.602810326024,21559660.03577557,21559660.03577557,0.0,8268.0,0.0,0.20478018575851392,8268.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2015.0,14.2,2750.033550934502,2750.033550934502,22368772.90330124,22368772.90330124,0.0,8134.0,0.0,0.2004682686383241,8134.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2016.0,11.2,2842.182789263012,2842.182789263012,22461770.583545584,22461770.583545584,0.0,7903.0,0.0,0.19792631921660947,7903.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2017.0,14.7,2657.43098027165,2657.43098027165,21288679.582956187,21288679.582956187,0.0,8011.0,0.0,0.20455532007251742,8011.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2018.0,7.5,1560.2360729064894,1560.2360729064894,21877630.214294795,21877630.214294795,0.0,14022.0,0.0,0.3586739653143705,14022.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Kansas,2019.0,9.5,2441.2432719253247,2441.2432719253247,27000150.587494094,27000150.587494094,912.84375,10147.15625,0.02374538277449731,0.26107382226567527,11060.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Kansas,2020.0,9.3,2326.2972599024392,2326.2972599024392,29704489.711694244,29704489.711694244,1396.0,11373.0,0.03645955757528272,0.2964884381761777,12769.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Kansas,2021.0,7.1,4479.309476929622,4479.309476929622,90249127.34117803,90249127.34117803,5037.0,15111.0,0.13571332345412906,0.3936283831305843,20148.0,No,No,Yes,Yes,Yes,,,No,No,Yes,Yes,No,5,Yes,Yes
Kansas,2022.0,10.5,4152.017981310067,4152.017981310067,93748414,93748414,6701.0,15878.0,0.18361922507809503,0.4247953341537803,22579.0,No,No,Yes,Yes,Yes,,,Yes,No,Yes,Yes,No,6,Yes,Yes
Kentucky,2002.0,14.2,,4926.273741470458,,87140856.21287093,4872.0,12817.0,0.09248642697141121,0.23866006256517205,17689.0,No,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7,Yes,Yes
Kentucky,2003.0,14.4,7149.429269447302,4534.256020785375,134995523.46570396,85615822.18446945,5207.0,13675.0,0.10518766918508343,0.2769620253164557,18882.0,No,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7,Yes,Yes
Kentucky,2004.0,17.8,6702.281180879332,3948.220866579803,134809683.67220688,79414514.51038615,5745.0,14369.0,0.10774770719630901,0.2704956608497581,20114.0,No,No,,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,7,Yes,Yes
Kentucky,2005.0,14.8,6173.272489055852,4014.3775732234653,132478427.61513859,86148542.72137557,5744.0,15716.0,0.10684325068358104,0.29614833798145773,21460.0,No,No,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2006.0,16.8,5779.522405728959,3794.190281623591,124369542.64888147,81647180.67025806,5797.0,15722.0,0.11011910415439849,0.2931458830548926,21519.0,No,No,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2007.0,15.5,7030.290749430074,5267.281075646721,152015976.8749265,113894418.69870904,5815.0,15808.0,0.10688748782236274,0.2925781972977975,21623.0,No,No,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2008.0,17.1,6973.881011394206,5018.039536502148,149833833.52980453,107812579.44174863,5685.0,15800.0,0.10144901673864164,0.28431584251061687,21485.0,No,No,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2009.0,17.0,6873.598755272832,4864.3890943191955,147679269.2570368,104511399.69144791,5643.0,15842.0,0.1000762587121145,0.2827111142836748,21485.0,No,No,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2010.0,17.7,8736.133505479625,4309.317029980246,194807041.03869018,96093460.4515295,5557.0,16742.0,0.09793451059180149,0.29574280162515454,22299.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Kentucky,2011.0,16.0,9053.179535913732,4580.548101369806,200663724.41352788,101527848.66686176,4049.0,18116.0,0.07035498948758492,0.31926967678263013,22165.0,No,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2012.0,17.9,9027.577094216449,4639.144111414159,191023531.31362006,98164289.39752361,3683.0,17477.0,0.06431951939365362,0.30421765391912825,21160.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Kentucky,2013.0,22.0,8868.599461221142,4612.992416945497,184617634.9842405,96028663.14355442,4178.0,16639.0,0.0758340291138781,0.28998414053922167,20817.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Kentucky,2014.0,20.0,8427.870078362017,4287.932116274453,173260153.07096636,88151308.4463702,4088.0,16470.0,0.07389598886498798,0.29990713258189633,20558.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Kentucky,2015.0,19.5,9336.805750060827,4662.322204080783,174747656.41813844,87260022.37157594,4487.0,14229.0,0.08146036817835227,0.2575944096455339,18716.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Kentucky,2016.0,15.2,9901.776253470927,5898.832910343898,189935872.09407932,113151412.88621666,4950.0,14232.0,0.08971617066009352,0.2581347263031886,19182.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2017.0,14.4,9786.363351122034,5708.649949725982,190197971.72905675,110947611.77292445,5303.0,14132.0,0.09518083101498699,0.25833104835024223,19435.0,No,No,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,7,Yes,Yes
Kentucky,2018.0,15.7,9851.360905781401,5286.061124302889,209538446.4659704,112434520.11392245,5360.0,15910.0,0.09621252916891043,0.28667699736927454,21270.0,No,,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,7,Yes,Yes
Kentucky,2019.0,13.6,9537.632950706606,5557.400171299675,203638001.13053674,118656051.05741936,4854.0,16497.0,0.0869518486672399,0.2949896287819183,21351.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2020.0,13.9,9095.753102631477,5122.406266545043,208174501.25992662,117236512.22241639,6158.0,16729.0,0.11154988768929788,0.3004705797830304,22887.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2021.0,16.2,12784.311660210718,7263.670196131198,197185223.0470901,112034849.1051276,3246.0,11690.0,0.05976249654791494,0.21068377608766176,15424.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Kentucky,2022.0,17.1,11505.416150701265,6803.7307824655045,202621883.82999998,119820502.81,3392.0,13653.0,0.062348356738475115,0.24854817862409204,17611.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,8,Yes,Yes
Louisiana,2002.0,17.5,,7792.4127642317,,58591151.57425815,0.0,7519.0,0.0,0.11835725979095832,7519.0,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2003.0,17.0,7159.376347382279,7159.376347382279,92842792.47285339,92842792.47285339,0.0,12968.0,0.0,0.20907361429078128,12968.0,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2004.0,16.8,7647.147140283363,7647.147140283363,102930600.50821407,102930600.50821407,0.0,13460.0,0.0,0.2167751079043999,13460.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2005.0,18.3,7570.6913923038255,7570.6913923038255,93717588.74532905,93717588.74532905,0.0,12379.0,0.0,0.19788036701940598,12379.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2006.0,17.0,7929.956131084898,7929.956131084898,109362025.00379182,109362025.00379182,0.0,13791.0,0.0,0.21601090157258318,13791.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2007.0,16.1,7997.596747979568,7789.108112421934,116309049.50586686,113276999.27895218,0.0,14543.0,0.0,0.24428878586306524,14543.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2008.0,18.2,8606.07790108454,8444.725190756933,153084913.7044918,150214771.69318432,0.0,17788.0,0.0,0.29869192148170537,17788.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2009.0,14.3,7515.635275836224,7374.548387281583,148208327.63949034,145426094.19719282,0.0,19720.0,0.0,0.31677188247955923,19720.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2010.0,21.5,6672.584873930362,6536.071791398387,135773757.014735,132995988.81137438,0.0,20348.0,0.0,0.3310663499398002,20348.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2011.0,21.1,6425.422987997287,6292.379002907145,130166218.89084904,127471013.84089294,0.0,20258.0,0.0,0.32802228051426535,20258.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2012.0,21.1,5983.660536717093,5855.0705172652,122192331.82029976,119566395.03307265,0.0,20421.0,0.0,0.31570403809288233,20421.0,Yes,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,1,No,Yes
Louisiana,2013.0,21.2,6014.27924039448,5886.048462481731,119509742.78587872,116961668.99797447,0.0,19871.0,0.0,0.308766859344894,19871.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2014.0,23.1,5768.228249992928,5643.169721915123,114026336.0458602,111554179.06281814,0.0,19768.0,0.0,0.31793618116314976,19768.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
Louisiana,2015.0,18.6,5663.506778213373,5557.111564361125,111752315.74770628,109652925.38797371,0.0,19732.0,0.0,0.3190918205634076,19732.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
